,Restaurant Name,Overall Rating,Review Count,Review,Review Rating
0,阜杭豆漿,4.1,21484,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4
1,阜杭豆漿,4.1,21484,"五號出口出來即可看到排隊隊伍，店面在2樓，點完餐，自行找座位入座。座位是像美食街座位一樣，與二樓其他餐廳共用。要自行收餐盤至回收區。不能刷卡，看起來只有全支付，但不確定。近中午來排隊，排了30分鐘。
過十一點半在隊伍時，聽到店家告知油條和飯糰已賣完。這樣也好，省得選擇困難。豆漿的有焦味的那種，我個人喜歡沒有焦味的。豆漿就冰的熱的可以選，沒有甜度的調整。鹹豆漿的油條還是有，口味平實，不會特別酸或其他刺激的味道，適合沒吃過鹹豆漿的人試試，雖然說沒有油條了，但鹹豆漿的油條還是有的，油條真的超神，口感跟一般油條不一樣，比較紮實，重點是，泡很久還是有脆度和口感，好愛。蛋餅好好吃，雖然台灣其他地方也是有相同好吃等級的蛋餅。厚餅非常推，為了吃厚餅的原味，我沒加蛋，結果超好吃，表面微酥，內容扎實有彈性，有麵粉的甜味，不油膩，非常耐吃，很有特色和競爭力的產品。",5
2,阜杭豆漿,4.1,21484,"太晚到了，排隊排很長（轉彎兩次還要上樓梯繼續排）
原本以為要刻苦排隊兩小時，結果其實隊伍動得很快速，約４５分鐘吃到
鹹豆漿十分美味，必吃！！其他則視情況吃～

阜杭在近年已經是國際旅客必訪的場所，可以明顯聽到有很多日韓遊客在這邊用餐，但是這裡的環境十年如一日，地板滑滑的，桌椅黏黏的，找位置也很困難，有看到日本人看起來很困擾的樣子><真希望市場可以稍微提升一下環境，讓來訪的客人舒服一點~",4
3,阜杭豆漿,4.1,21484,"不可免俗的來排了30分鐘隊！ 從5號出口就開始排，緩慢前進。

薄餅夾蛋夾油條，鹹飯糰加蛋，蛋餅包油條，一杯豆漿一杯米漿現場吃，再外帶厚燒餅、薄燒餅各2，蘿蔔酥餅、甜酥餅、蔥酥餅，回家繼續吃！

飯糰的飯其實可以再少一點點，第一口跟最後一口比較難咬到餡料。蛋餅包油條好吃，我想是蛋跟油條的功勞，蛋餅皮沒有特色。薄餅夾蛋的鹹香蔥蛋與酥脆薄餅搭配合宜，是必點的！搭配一根油條吃，美味！厚燒餅的份量十足，沒有準備好的胃，不宜輕易嘗試！豆漿、米漿都在水準之上，早餐不能沒有之二。
吃阜杭豆漿是吃一種儀式感，就任何單品而言，可能都能找到更好的。現場排隊人潮多，觀光客應該佔一半以上，還好流動的快，很快就可以有空位可以用餐，事先佔位倒是不需要。耐心排隊，開心用餐，人生可以就這麼簡單！",5
4,阜杭豆漿,4.1,21484,"早上5:10到，前面已經排到1樓，5:30開始營業，5:48買完餐點離開時，1樓的排隊人潮已經快到隔壁的全聯。

鹹豆漿好吃，油條沾熱豆漿後入口即化，厚蛋燒餅夾油條吃起來紮實不乾，蛋餅不用沾醬就有味道。

現場只收現金、全支付、台灣Pay，而外帶沒有附吸管、筷子、湯匙，需要自備。",5
5,阜杭豆漿,4.1,21484,"星期五早上九點半左右去排隊，人潮還算可以，隊伍並沒有延伸到忠孝東路，可能是因為避開了高峰時段或受到寒流的影響。排隊時間大約15到20分鐘，相對而言算是很快就買到了。這是我第一次嘗試，購買了十個厚燒餅、十個薄燒餅、九個蔥鹹餅和糖餅，另外還買了蘿蔔絲酥餅和一碗鹹豆漿。

因為買回家時食物已經放涼了，所以無法完全體會它們剛出爐時的最佳口感。不過，即使冷了也能感覺到厚燒餅的驚豔之處。它的口感非常有嚼勁，越嚼越香，完全值得大家一致推薦。而薄燒餅放涼後的油感會稍微明顯一點，相較之下表現略遜一籌。至於鹹豆漿，香氣非常濃郁，口感順滑，很好喝。可惜我忘了加辣油，否則應該會有更加豐富的層次感。總體來說，這次的購買經驗很愉快，也讓我對這些招牌美食留下了深刻的印象。
希望下次有機會能在現場享用。",5
6,阜杭豆漿,4.1,21484,"假日排隊人潮真的非常眾多，大多都是觀光客(來自各個國家、台灣人)大家一起想嘗鮮的精神真的令人驚訝。9點從善導寺站出來的全聯門口至我點完餐吃上的第一口大概花了1小時(也不算太久)
點了一般永和豆漿沒有的「厚燒餅」夾蛋，與薄燒餅的口感差異甚大，像是吃山東大餅(麵包感)外層有一層甜蜜感，搭配蔥香鹹甜平衡。外層烤的碳香味會隨著慢慢咀嚼而越來越香。蔥蛋給的份量非常大，而且很濕潤。女生吃完一個真的非常的有飽足感。
豆漿很順口不是那種有焦香味的，甜度剛好不甜膩，建議內用點熱的，外帶拿到的都已變成常溫。下次會想嘗試自己熟悉的薄燒餅和鹹豆漿，扣掉排隊整體吃下來食物是蠻不錯的，但也沒有到令人驚豔，帶外國朋友可以來朝聖「排隊」氛圍，建議平日早點來。
回訪指數：3顆星(考量排隊人潮)
服務態度：3.5顆星",4
7,阜杭豆漿,4.1,21484,每次來台北都會去的，不是最好味，對我來說是一種回憶。通常都是點咸豆漿和厚餅夾蛋。在咸豆漿上面的油條很脆。不知為何這次的厚餅夾蛋好像沒有之前好吃(雖然也還好)。建議在7點前去，人比較少。我走的時候大約7點就人龍已經比較長。,4
8,阜杭豆漿,4.1,21484,"假日大概排隊一小時出頭進場
厚餅蛋油條 80
焦糖甜餅 35
蛋餅 40
豆漿 35
米漿 35
鹹豆漿 45
～～～
阜杭有名的就是他的厚餅
跟一般豆漿店的燒餅不一樣
有自己獨門的技術
軟硬Q度厚度都剛好
外皮有點焦香脆感，再帶點甜味
就是這麼多年來受歡迎的招牌
油條跟煎蛋也都有中上水準
味道跟香氣都不錯
跟餅配起來真的滿好吃
而且份量十足，大部份的人都會吃飽
雖然80元，但感覺值得

蛋餅也滿厚滿好吃，
但就比較平常其他家也吃得到的口感
這次點甜餅有稍微驚艷，我喜歡
很酥脆，甜味恰好不會膩
以前沒吃過，以後來都會想點
豆漿米漿都不錯
鹹豆漿也算好吃的
加點辣油更讚

久久回來吃一次的心得是不錯的
但是排隊確實要一陣子
我覺得就偶爾來即可

IG: archie.foodie",5
9,阜杭豆漿,4.1,21484,"假日需要排隊一小時，工作人員很快能出餐，但因為生意太好了，想吃現做的美味只能有耐心。
豆漿濃郁無話可說，個人喜歡厚餅蛋夾油條、蘿蔔酥餅，做得很香酥可口。
市場內的用餐區幾乎都是這家豆漿店的內用客人，最好有人點餐有人等位子，省去買好再等待的時間。
市場有乾淨的廁所，整體環境算不錯的了。",5
