,text,rating,sentence,word,label,keyword,index,sentiment_score,sentiment
0,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,路過多次,路過,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.41243914819011707,負面
1,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,並沒有留意到這家餐廳,留意到 這家 餐廳,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.6790719472806287,正面
2,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,畢竟美式餐廳通常不在一家人選項內,美式 餐廳 通常 一家人 選項,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.941918235165826,正面
3,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,有的話通常就是漢堡王或是Friday,話 通常 漢堡 王 Friday,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.4183692369010612,負面
4,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,s,s,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.2500000000000001,負面
5,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,這天剛好有任務在附近,這天剛 好 任務 附近,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.5549589902443052,正面
6,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,為了解決晚餐,了解 決 晚餐,食物,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.21717844085284288,負面
7,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,孩子挑中了這裡,孩子 挑中 這裡,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.9314871880956864,正面
8,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,週六晚上六點半高朋滿座,週六 晚上 六點 半高 朋滿座,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.5074942346161095,正面
9,"路過多次，並沒有留意到這家餐廳，畢竟美式餐廳通常不在一家人選項內，有的話通常就是漢堡王或是Friday s。
這天剛好有任務在附近，為了解決晚餐，孩子挑中了這裡，週六晚上六點半高朋滿座，原本只剩門外一張桌子，幸好很快就等到室內用餐區，而且聽說後面19：30還有20多人的團體預約。
分別點了兩組漢堡套餐、沙拉套餐及肋排套餐，大家吃得津津有味，解決不完的份量最後打包帶回，唯一要留意的是飲料（檸檬紅茶）很甜，但好像是機器設定的關係，所以怕太甜得加水喝。",5,原本只剩門外一張桌子,原本 只 剩門外 一張 桌子,其他,"餐廳, 套餐, 份量, 帶回, 晚餐",1,0.208033108323031,負面
