,text,rating,sentence,word,label,keyword,index,sentiment_score,sentiment
0,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,星期五早上8點多來到阜杭豆漿,星期五 早上 點多來 阜 杭豆漿,其他,"豆漿, 人潮, 值得, 排隊, 服務",1,0.0334789169121259,負面
1,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,現場人潮很多,現場 人潮,時間,"豆漿, 人潮, 值得, 排隊, 服務",1,0.9392790172817116,正面
2,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,排隊大約等了40到50分鐘才終於吃到,排隊 等 40 50 分鐘 才終 吃,食物,"豆漿, 人潮, 值得, 排隊, 服務",1,0.2879084142652969,負面
3,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,雖然排隊時間不短,排隊 時間 短,時間,"豆漿, 人潮, 值得, 排隊, 服務",1,0.011193498111176647,負面
4,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,但整體動線還算順暢,整體 動線 還算 順暢,其他,"豆漿, 人潮, 值得, 排隊, 服務",1,0.13977083072671714,負面
5,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,服務人員也蠻有效率的,服務人員 有效率,服務,"豆漿, 人潮, 值得, 排隊, 服務",1,0.8389584423462457,正面
6,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,內用區座位蠻多的,內用 區 座位,環境,"豆漿, 人潮, 值得, 排隊, 服務",1,0.7525080538782174,正面
7,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,但人多的時候環境會比較吵雜一點,人 環境 吵雜 一點,環境,"豆漿, 人潮, 值得, 排隊, 服務",1,0.11186217004126287,負面
8,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,不太適合悠閒用餐,不太 適合 悠閒 用餐,環境,"豆漿, 人潮, 值得, 排隊, 服務",1,0.05111895927272203,負面
9,"星期五早上8點多來到阜杭豆漿，現場人潮很多，排隊大約等了40到50分鐘才終於吃到。雖然排隊時間不短，但整體動線還算順暢，服務人員也蠻有效率的。

內用區座位蠻多的，但人多的時候環境會比較吵雜一點，不太適合悠閒用餐。不過餐點的部分表現不錯，豆漿香濃、燒餅酥脆，搭配蛋餅、油條的組合經典又滿足，值得一試。

整體來說是值得一來的老字號早餐店，但建議避開尖峰時段，會吃得比較輕鬆愉快。",4,不過餐點的部分表現不錯,餐點 部分 表現 不錯,食物,"豆漿, 人潮, 值得, 排隊, 服務",1,0.6109558302573841,正面
