,Restaurant Name,Overall Rating,Review Count,Review,Review Rating
0,小木屋鬆餅(台大店),4.2,2934,"春分時節、非假日好天氣，排了十幾位。甚至在這裡碰到股市分析大師孫慶隆帶家人一起來，也在此消費。
詢問點餐服務人員，今天好天氣算人數比較多，若是假日又是好天氣，常常排的人龍滿滿。
所以台大的智慧校園，免費桌椅、春天太陽、綠色植物豊富，大家都是來逛累了，買小點心來坐坐。鬆餅大圓形、口味不錯，有推薦的買來吃絕對不會有問題，飲料$40也符合期待值。
的確很好的地方，停車也方便，溜小孩、溜老婆都是好景點！👍",5
1,小木屋鬆餅(台大店),4.2,2934,"服務：☆☆
食物：☆☆☆
初來乍到，小木屋鬆餅(台大店)，算是近期常吃的甜點
焦糖肉桂
每次吃都不太一樣，有時溼軟鬆餅，有時脆皮鬆餅，而醬汁也是一樣，時少時多，有時多到會滴出來，少時像吃餅乾",3
2,小木屋鬆餅(台大店),4.2,2934,"《草莓大福芋泥$129》
工續很多，需等候15分鐘up，拿號碼牌後可去晃晃再回來。
芋泥塗的有點薄，但味道不錯。",5
3,小木屋鬆餅(台大店),4.2,2934,"一定要盯著他們出餐⋯
我點一個原味蜂蜜鬆餅，明明是最快的選項
197號⋯結果198、199⋯⋯他們的飲料又鬆餅都出餐了⋯於是我問出餐口，可能是外國人聽不懂，於是我請收銀櫃檯協助我，結果她只跳針要我找出餐口？？到底是？？⋯卻一直叫我等？？我把手伸長給出餐口看197號，結果她硬是在我面前把200、201、202、203的鬆餅做完，結果弄了半天突然叫我過來出餐口，塞一個已經沒有溫度的鬆餅⋯⋯我也是做過餐飲打工出餐過，但這應變能力真的奇差無比，全台北最北懶的小木屋吧⋯體驗6顆星，多出一顆送給你。",1
4,小木屋鬆餅(台大店),4.2,2934,"需要等一段時間，建議先去旁邊的農產品銷售中心晃晃再回來等。
餐點是現作的，蠻好吃的。",5
5,小木屋鬆餅(台大店),4.2,2934,還記得第一次吃到小木屋鬆餅所帶給我的味蕾衝擊，那是一個呢喃的夏日午後，身為三重讀書人，能夠吃到美味的鬆餅實屬不易，平常在三重只能吃到在地的紅豆餅或是炸蛋蔥油餅，讓我不禁想起，原來國小老師課堂上所教導的國語課本中，內容所提及的：「書中自有黃金屋」，原來就是台大的小木屋，還好我自幼悟性夠高，不枉費國小老師每日辛勤的教導以及諄諄教誨，台大地靈人傑，更是台灣優秀人才與社會菁英的搖籃與幕後重要推手，學生們課後來吃小木屋鬆餅，提供讀書滿滿的活力與正能量，近期發現鬆餅紙袋外包裝，竟然還有印刷上我最愛的柴語錄，最重要的是，柴犬還是粉紅色的，讓我想起戀愛時的粉紅泡泡，決定明天要帶老婆大人去重溫浪漫甜蜜的青春回憶，謝謝小木屋鬆餅帶給我們溫暖幸福快樂，老婆我愛妳，謝謝小木屋鬆餅，謝謝大家。,5
6,小木屋鬆餅(台大店),4.2,2934,"非常幸運，排隊只有等5人
坐在樹下，吃著草莓鬆餅，真是很愜意！",5
7,小木屋鬆餅(台大店),4.2,2934,"服務態度冷漠，冷冷告知要袋子就去附近的合作社問問，請問我多花一塊錢買的提袋長怎樣？有出現在我的照片中嗎？如果我誤解，我願意撤掉評價

已收到店家解釋，友人食用後感想覺得好吃，故修改評價，以示負責！",4
8,小木屋鬆餅(台大店),4.2,2934,"拿到飲料 還在半路 就想要停下來發負評
才一早剛開門 女員工就板著晚娘臉 對客人不耐煩 臭臉 口氣很差
等了20分鐘拿到 走沒幾步 飲料全炸出來 噴得滿身。一定要裝那麼滿嗎？這是整人飲料吧？拿在手上燙得要死又灑的要死，杯蓋還要收一塊錢。

你們標到台大經營權，在校園裡面獨佔市場，考試的時候客人大排長龍川流不息，應該要很感恩、很努力、很感謝。
但是從那臭臉、不耐的語氣、不為客人著想的包裝，真覺得你們不配擁有那麼好的經營據點。",2
9,小木屋鬆餅(台大店),4.2,2934,"感覺來台大校園內散步就是要來一塊鬆餅

人潮有點多，但點餐製餐速度還算蠻快的，旁邊附近都有座位區可以坐著吃，然後這裡的麻雀很肥很可愛，現在能看到麻雀的機會越來越少了",5
10,小木屋鬆餅(台大店),4.2,2934,"店員態度沒有很好，在遠方問說要什麼？然後她當然聽不清楚，難道要我用吼的，還問很多次，是不會來前面點餐喔？！

而且我的鮮奶油鬆餅拿到馬上融化，因為店員並沒有先讓鬆餅冷一點，再擠上鮮奶油。鬆餅根本都還在冒煙..完全沒有基本常識，令人傻眼🙄️⋯⋯（建議可以到其他家分店
考察一下）

吃起來就沒有鮮奶油的口感，完全融化變泡沫了…真令人生氣耶😡
下次不會想再來
不好吃 不推薦",1
11,小木屋鬆餅(台大店),4.2,2934,113／5／4三人NT$173刷卡。鬆餅好吃口味多價格優，飲料也ok，台北下午茶收藏。就是小黑蚊多，邊走邊吃吧！,4
12,小木屋鬆餅(台大店),4.2,2934,服務還行，提早訂餐，只是約定時間到，還需要再等一下，可能現做避免涼掉了。鬆餅很大，美乃滋很多，等待時，餐點放置處容易有蒼蠅，要顧好自己的餐點😆,4
13,小木屋鬆餅(台大店),4.2,2934,學生時期的回憶～雖然單價都漲了不少，但味道仍然沒什麼變，值得懷念的下午茶！,5
14,小木屋鬆餅(台大店),4.2,2934,第一次到台大校園走走，看到大排長龍的隊伍，原來是很有名的小木屋鬆餅，剛好中午也沒吃飯就來排隊點一個，點餐的速度和做餐的速度，算是滿快的，但是拿到鬆餅的那一刻，吃到冷冰冰的鬆餅，卻不是熱的有一點失望，同樣口味在其他分店吃到的也是熱呼呼的，我還在取餐區等候的說，好失望喔。,3
15,小木屋鬆餅(台大店),4.2,2934,"學生時期常吃，還會折$5，以前只有台大有看到，也真的是間小木屋。

現在物價上漲，料越來越少，廣設分店會品質不一，很少買了。",4
16,小木屋鬆餅(台大店),4.2,2934,明明有先用線上訂餐，且有勾選先做，但依然還是到現場才做耽誤好幾分鐘。問店員問題口氣也很不好，服務體驗很需要加強。,2
17,小木屋鬆餅(台大店),4.2,2934,"餐點很美味，目前有季節限定的草莓系列。
鬆餅只有半個，$95偏貴。

但店員態度很糟糕，點餐時一臉厭世，
算錯錢回去詢問臉更臭，重新打單再給號碼牌
一句話一句抱歉也沒說
重點最後還忘單，後面都好了過去詢問還說正在做了，結果才從後面找出單子，當下才開始製作......
等了超久，炸物全涼掉
店員最後叫號還不耐煩大叫，整體真的是很糟的感受",1
18,小木屋鬆餅(台大店),4.2,2934,"真心推薦一下「薯餅起司蔬菜」口味！
一開始可能會懷疑鹹的料和甜的鬆餅會不會不搭，但真的完！全！不！會！剛起鍋的薯餅鹹香酥脆，搭配清爽鮮甜的生菜，淋上醬汁，外面是外酥內軟的鬆餅，多種口感一次滿足，簡直就是味覺享受！不管是作為點心、午餐，還是期考完的犒賞都非常合適！
（但小木屋真的人好多，平常也不會想來買就是了⋯⋯）",5
19,小木屋鬆餅(台大店),4.2,2934,"好吃的可可奶油鬆餅！
一份60元
還不錯喔
不過建議採用內用餐盤的方式
不然可可奶油醬都被袋子擠出來
使它的美味度下降許多🥲🥲",5
20,小木屋鬆餅(台大店),4.2,2934,"台大校園裏面很特別的一個地標，工作人員服務還可以，因為是現烤鬆餅，常常要大排長龍。這邊可以使用Linepay，三校學生還可以打9折喔！
我是點60元的巧克力鮮奶油鬆餅，是用烤好的鬆餅上，擠上厚厚的巧克力奶油夾起來的，不過因為鬆餅太熱了，奶油要放下去就馬上融了lol，然後吃起來就...不咱地☠️不過鬆餅是好吃的啦！
下次可以試試看鹹的好了",3
21,小木屋鬆餅(台大店),4.2,2934,"1.我是儘量不吃甜食的，但為了品嚐這家有名的店，特別點巧克力鬆餅50元，還不錯，軟硬適中，也不甜膩。
2.其實他們還有很多種可選，也有鹹的鬆餅，甚至有炸雞，還有很多飲料，詳見照片。但我認為鬆餅是最主要的，其他的可在很多地方吃到。
3.在台大校園內，旁邊就是Ubike 站，店家沒提供座位，但在台大校園所提供的樹下戶外座位，也很有氛圍。
4.只能付現，但發票有載具。
5.台大、師大跟台師大學生出示證件可打九折。
6.每次去人都很多，要排隊，常常要等很15分鐘以上，假日會等更久。建議非假日去比較好，假日就要有等很久的心理準備。
6.可能生意太好，服務人員不是很客氣。",3
22,小木屋鬆餅(台大店),4.2,2934,"人員態度非常差
明明知道鮮奶油不應該放很久 但就是他們自己把我的鮮奶油鬆餅放了很久 結果一點奶油也沒了
以前人員還幫顧客吹冷鬆餅 🥹",1
23,小木屋鬆餅(台大店),4.2,2934,"點了去冰的飲料，結果裡面一堆冰塊。跟店員反應後店員說“我們冰塊比較薄，搖一搖就沒了”。
30分鐘後喝完冰塊還剩一半，走回去跟店員反應，結果直接被無視。",1
24,小木屋鬆餅(台大店),4.2,2934,人多的時候，可能會冷掉了鬆餅,4
25,小木屋鬆餅(台大店),4.2,2934,"一樣是大學裡的小木屋鬆餅，台大店的外皮烤到酥酥脆脆，我覺得是大學內小木屋鬆餅第一名。
雖然沒有店內空間，但在小小福和小木屋之間有很多座位，在校園裡小木屋鬆餅🥞當早餐吃，不但文青風點滿，而且算實惠的早餐了，遙望鹿鳴堂邊發呆嘴巴嚼著鬆餅，享受片刻的單人時光，只能說好熱呀！
夏日期末考後建議點個蜂蜜巧克力鬆餅，爆糖的體驗當作犒賞自己的不用功和不成熟，也象徵即將結束可以任性的年紀，總之，好熱呀！
國立臺灣大學聯盟三校師生打9折，大家別忘了帶證件或搭訕個在校生一起去購買，有個理由總比被當作咪兔好。
最後，謝謝店員的親切服務，讓我覺得輸掉期末考也不代表自己一無是處。",5
26,小木屋鬆餅(台大店),4.2,2934,"假日來的人真的超多，買的時候280號，我們領320號，結果等了50分鐘才拿到，但是如果只點飲料可以提早很多，有鬆餅的話只能慢慢等。

這次點招牌蜂蜜口味，不過店員沒有特別跟我說要放平的拿，直的拿蜂蜜會流出來，其他分店的店員都會提醒，我猜是真的太忙太多人了，但是這不能成為藉口，所以這裡我要小小扣分一下。

鬆餅的話是真的很綿密好吃，畢竟是剛出爐的，但是我點的紅茶就很普通，而且沒給吸管= =，只能撕開封磨這樣喝，有點不方便。",4
27,小木屋鬆餅(台大店),4.2,2934,"基本上點餐都要等半小時以上，如果不急可以等待。

鬆餅價格普通，味道也普通，這次點了蜂蜜鮮奶油口味，可以去隔壁福利社買台大鮮奶冰淇淋來加料，會比較不空虛一點。",3
28,小木屋鬆餅(台大店),4.2,2934,雨中浪漫，溫暖甜蜜💕 最喜歡招牌蜂蜜🍯，小木屋鬆餅🥞帶給午后輕鬆的時光。,5
29,小木屋鬆餅(台大店),4.2,2934,"吃過少說五家分店，本來至少贏我家旁邊的，今日由我正式宣布躍升為最難吃分店。醬少又不脆像在吃一團澱粉，很餓吃都覺得不好吃，好傷心😢剛meeting完受傷的心沒得到安慰又碎成更多塊😢😢要加油喔😢😢😢
ps. 皆以同一種口味做比較，另外top1. is for交大分店，有機會的話請一定試試看ฅ",1
30,小木屋鬆餅(台大店),4.2,2934,"2023年09月10日星期日
大太陽🌞天氣超好和女友來約會
第一次一起來台大散散步 拍拍照
聽了很久的台大自己科系賣的冰淇淋
找了一些時間 總算找到

對於我這個鬆餅控來說
每次經過鬆餅攤都會很想買的人
味道這麼香 誰能忍得住啊
不過等待時間真的太長了啦
而且我不是很懂的是它那個叫號機制
明明已經叫號了 結果卻又說要再等
啊不是都是按了號碼就代表好了嗎😆
人潮眾多 人手不足的關係
不過餐點是真的好吃啦 還是能給4星

人潮蠻多的 很多阿公阿嬤也都會來
大家都來這邊附近悠閒吃冰聊天休息
旁邊有很多地方可以坐著
附近也有廁所很方便哦

-
未來想持續做Google評論這塊
希望大家能給我指教、互相交流
可以的話也幫我追蹤帳號
謝謝😊☆*:.｡. o(≧▽≦)o .｡.:*☆",4
31,小木屋鬆餅(台大店),4.2,2934,"點了紅豆鬆餅、巧克力奶油鬆餅、培根起司蔬菜鬆餅、奶油鬆餅。

電話預約，會先做，平日不用等待很久，可以用line pay、載具。
不會提供袋子，如果買很多個必須要自備袋子。

先說食物的部份：
鬆餅是冷的，一點熱的溫度都沒有！感覺是烤好很久放旁邊等客人點，所以吃的時候，其實很失望！

再來服務態度：
一點親切的溫度都沒有，覺得負評都是有道理的！而且店家一面說要改進，我覺得都是說說而已。
我不推薦再來，光是冷掉的鬆餅就令我倒退三步了。",1
32,小木屋鬆餅(台大店),4.2,2934,"到取餐號的時候到說過號要等喔
在號碼顯示的時候要拿為什麼就過號了？？？
結帳時買了吸管，取餐的時候還被問沒有拿嗎？
我應該要自己拿嗎？？？
服務給一顆星還嫌多",1
33,小木屋鬆餅(台大店),4.2,2934,服務態度很好，有校友證可以打折，等待時間不會太長，附近也有座位，真的是燒燙燙，比其他分店好吃,5
34,小木屋鬆餅(台大店),4.2,2934,"鬆餅現做 新鮮好吃
可以附近找位置坐
黑森林鬆餅很讚
但要小心吃奶油會從袋子擠出來
飲品有果肉也滿好喝的
是個不錯的下午茶",5
35,小木屋鬆餅(台大店),4.2,2934,55元的鮮奶油鬆餅真的便宜又好吃,5
36,小木屋鬆餅(台大店),4.2,2934,點蜂蜜鬆餅1/3都沒有蜂蜜搭配2號餐有QQ球的QQ球都炸好了，飲料過了15分鐘才提醒他她才幫我們做，員工在裡面要理不理的,1
37,小木屋鬆餅(台大店),4.2,2934,"吃了很多次了
可能是人手不足？ 早幾天去排隊點餐至拿到餐點需要半個小時，可惜等了半小時薯條是冷的，然後飲料應該放了很久，冰全融化了，杯子外全是水珠。 服務一如以往店員就是沒表情，不會開口回答問題，可能是太忙了吧",4
38,小木屋鬆餅(台大店),4.2,2934,初次點碳烤雞肉蔬菜，好吃！一個吃下來很飽！現點現做，出餐速度也很okay！午後時光的好選擇,4
39,小木屋鬆餅(台大店),4.2,2934,"菜單有甜的或鹹的可以選
選了德腸口味
下午快兩點的時候點完餐要等大約十分鐘
鬆餅香氣和配料搭配起來還不錯吃
搭配套餐有地瓜球、薯條、飲料…等選擇
地瓜球內有軟軟的地瓜
外層口感則比較紮實
紅茶還不錯喝
不會澀
最近有linepay消費75折的優惠
記得掃描結帳窗口旁的qr-code領券",4
40,小木屋鬆餅(台大店),4.2,2934,"碳烤雞腿蔬菜鬆餅💰70❤️❤️🤍🤍🤍
專賣鬆餅的店竟然鬆餅不是熱的😫就算做好放著再加熱，也可以用熱一些麻😭
醃製過帶皮雞腿有2大塊，肉質是軟嫩的，鹹度不會過高，帶有碳烤香氣與淡淡甜味，沒有特別出色，但也不難吃
另一個雞肉的選項“紐澳良雞”是肉絲唷！

✍️買完在旁邊座位享用，但是超極多蚊子！臨近的師大店環境好一點
餐點表現沒有特別美味，想吃鬆餅有更好的選擇，另外，如果想吃熱鬆餅，記得請店家加熱久一些🥺",2
41,小木屋鬆餅(台大店),4.2,2934,感覺餡料給的非常少….,1
42,小木屋鬆餅(台大店),4.2,2934,"校園排隊美食，大學時代的回憶，分店越來越多了，其他分店有內用區還可以搭配套餐哦，因為都是現點現做，所以等候時間會比較久，遠遠的就可以聞到飄香的鬆餅，口味很多樣，鹹甜都有，加飲料依舊很便宜，是台北難得的高cp下午茶😂
--
外酥內軟的鬆餅，一口咬下就聽到酥脆的聲音，巧克力鬆餅不會太甜，40元卻很大一片，吃完超有飽足感😍",4
43,小木屋鬆餅(台大店),4.2,2934,點巧克力口味，店員說都是現做要等候，點餐後等了好一陣子，至少10-15分鐘。通知領鬆餅時，一接手，完全沒有溫度，咬下去後真的是「冷的」！ 冷的鬆餅+硬塗上去沒有溫度的巧克力，一點都不幸福。,3
44,小木屋鬆餅(台大店),4.2,2934,"黑森林鬆餅又貴（95）、又甜、又肥（有鮮奶油和甜膩的巧克力+藍莓醬），非螞蟻控的消費者請三思。
本人還是建議藍莓果醬鬆餅就很好吃了。",3
45,小木屋鬆餅(台大店),4.2,2934,"鬆餅現點現做
隨物價有持續上漲
有台大證件有折扣",4
46,小木屋鬆餅(台大店),4.2,2934,"價位還可以
廚房內整潔感覺不是那麼的理想
鬆餅不錯吃
巧克力只有塗一邊
附近大家都在打蚊子
香蕉是給一整條",4
47,小木屋鬆餅(台大店),4.2,2934,"週六下午4：02結完帳
5：05才拿到
店員也沒提醒會等到一小時

此外購買了冰沙 冰沙應該是結完帳就馬上做好了
真正拿到餐點的時候已經完全融化成水
爛透了",1
48,小木屋鬆餅(台大店),4.2,2934,店員態度很差，做錯鬆餅品項，然後一句道歉的話都沒說，多等了10分鐘。,1
49,小木屋鬆餅(台大店),4.2,2934,假日人不少，排隊需等後20分左右，可先點餐再去旁的農產品產銷中心買牛奶或三明治冰淇淋再回來等，鬆餅拿到手都是熱騰騰剛起鍋，CP值高，單吃容易膩，建議分食或再多加其他口味的點心。,4
50,小木屋鬆餅(台大店),4.2,2934,"火災後重新裝修後的小木屋還是一樣多排隊等待的人，還是一樣有點焦掉的鬆餅還是一樣貧瘠的內餡還是一樣未升級的服務態度…….
這排隊等候的時間還不如到水源市場公館商圈覓食",3
51,小木屋鬆餅(台大店),4.2,2934,"配餐的薯條超級少，定價39的薯條量大概只有麥當勞的1/3，現在薯條是有多貴呢？
當我沒買過冷凍薯條嗎？

就不說鹹鬆餅裡的肉不多了，雖然價格直逼一個有主菜的便當，但身為台大校園内的餐廳，這個價位和其用料量真的不值得。
這比較像是觀光景點薛觀光客的準黑店。

下次不會想再吃，旁邊的韓式炸雞都還比較有價值。50元可以買到滿滿一個湯紙碗的炸雞排(塊)",1
52,小木屋鬆餅(台大店),4.2,2934,剛烤好的鬆餅外酥內軟，藍莓起司好吃，牛肉調味也不錯。每次假日都好多人，等候時間約20分鐘。,4
53,小木屋鬆餅(台大店),4.2,2934,"第一次吃黑奶油，鮮奶油完全化掉。
第二次吃海陸，早上9:20裡面的生菜已經氧化發紅…詢問後用很差的態度說是“早上”才切的，可以幫我換新的……（不是早上切的？另一盒是現在嗎？！）
無糖紅茶飲料更可怕⋯⋯沒有茶香還酸酸的，還有很重的“黴味”之後我倒掉！",1
54,小木屋鬆餅(台大店),4.2,2934,炸雞和鬆餅都不錯,4
55,小木屋鬆餅(台大店),4.2,2934,"雖然有漲價😭但還是很便宜cp值高👍
推薦巧克力🍫口味鬆餅🧇
雖然風很大咬兩口就冷了😭
但是回家用烤箱烤還是很美味唷🥳 …",5
56,小木屋鬆餅(台大店),4.2,2934,從Center到取餐，服務態度極差，不需要多熱忱但擺一個臉是要給誰看？取餐時少一杯飲料沒發現，補做完放在旁邊等了半天，我一問才發現是我的🙄 沒吸管其實沒關係你可以說目前沒有提供吸管，但竟然回我說：這熱的會溶掉，還是你要杯蓋一塊錢？這是什麼神邏輯😏 最後說這是學校的規定，直接把學校拖下水，真的讓人無言，絕不再光顧。,1
57,小木屋鬆餅(台大店),4.2,2934,"台大裡面的小木屋鬆餅，有時候會排隊
有甜的鬆餅跟鹹的，學生證可以打折
比較常點巧克力卡士達的，吃起來還不錯",4
58,小木屋鬆餅(台大店),4.2,2934,台大校園內最有人氣的店，鬆餅香酥可口，站在遠處就能聞到香氣，經常看到很多學生、年輕族群甚至退休長輩，在此排隊，先點餐結帳，拿號碼牌等候；外觀經過整新之後，更增添時尚感。,4
59,小木屋鬆餅(台大店),4.2,2934,人超級多，除非一早來不然都要等，鬆餅皮只有甜的，配鹹口味會鹹甜交雜，不愛的不要點鹹的，甜口味給的醬都很大方。,4
60,小木屋鬆餅(台大店),4.2,2934,現場等候的時間很長，如果趕時間的人購買前要三思，我點的是野苺奶霜鬆餅，酸酸甜甜的蠻好吃的，但吃到後面會開始膩口，加上奶霜遇熱會融化導致吃到後來很像在吃融化的美奶滋而且手也會沾的黏黏的。,4
61,小木屋鬆餅(台大店),4.2,2934,"很久沒吃了，家人是台大學生證可先打九折，再用linepay指定店家打75折但最高折20元，今天點了鮪魚沙拉蔬菜、牛肉堡蔬菜（國王的鬆餅系列-就是指肉和鬆餅一起烤，所以看不到吃的到）、香草卡士達。都好吃，吃一份就好飽。
今天假日，點餐到取餐，店員預估要30分鐘，還蠻準的，在旁邊樹下有木製桌椅可稍坐等待，店員會叫號碼也有燈號顯示，鬆餅和飲料是分開的燈號。",5
62,小木屋鬆餅(台大店),4.2,2934,消費經驗差👎建議員工要重新訓練，外校人士已經消費過2-3次，員工素質沒有任何改進🙂,1
63,小木屋鬆餅(台大店),4.2,2934,"Overcooked 又乾又硬還苦苦的
但太餓了只能硬把他吃完 好衰",1
64,小木屋鬆餅(台大店),4.2,2934,用料實在、味道一樣，但菜單跟價錢都跟以前有些差異，假日一樣很多人，建議有空的人再買喔！,4
